 ,Player History Audit ,,,,,,,,,,,,,,,
Zach,2/28/2025 11:32:36,3447,Triston Casas,BOS,1B,23.5,,,,,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:32:36,3464,Taj Bradley,TB,SP,22.4,,,,,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:32:36,3489,Vinnie Pasquantino,KC,1B,27,10/10/97,,,,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:32:36,3508,Pete Crow-Armstrong,CHC,CF,21,,,,2024,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:32:36,3530,Nolan Jones,COL,OF,25.2,,,,,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:32:36,3532,Brandon Pfaadt,AZ,SP,24.8,,2,,,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:32:36,3612,Andrew Abbott,CIN,SP,24.2,,,,,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:32:36,3631,Dillon Dingler,DET,C,24,,8,,XCD,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:32:36,3643,Reese Olson,DET,SP,24,,14,,,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:32:36,3681,Addison Barger,TOR,SS,23,,7,,XCD,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:32:36,3707,Brice Turang,MIL,2B,25,11/21/99,,,,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:32:36,3723,Matt Wallner,MIN,OF,25.6,,6,,,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:32:36,3831,Alec Burleson,STL,"1B, OF",24.7,,,,,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:32:36,3887,Zach Neto,LAA,SS,22.5,,,,,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:32:36,3989,Brendan Donovan,STL,"2B, 3B, OF",,,,,,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:32:36,3992,Christian Encarnacion-Strand,CIN,1B,23,,4,,2023,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:32:36,3993,Gavin Stone,LAD,SP,24,,,,2023,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:32:36,4017,Reynaldo López,ATL,SP,,,,,,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:32:36,4045,Kyle Bradish,BAL,SP,,,,,,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:32:36,4046,Robert Suarez,SD,RP,,,,,,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:32:36,4048,Matt Brash,SEA,RP,,,,,,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:32:36,4080,A.J. Puk,AZ,"SP, RP",,,,,,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:32:36,4083,Mark Leiter Jr.,NYY,RP,,,,,,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:32:36,4125,Spencer Horwitz,PIT,"1B, 2B",25,,,,2023,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:32:36,4255,Yennier Cano,BAL,RP,,,,,,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:32:36,4304,Christopher Morel,TB,"2B, 3B, CF",,,,,,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:32:36,4324,Geraldo Perdomo,AZ,SS,,,,,,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:32:36,4333,Kerry Carpenter,DET,OF,,,,,,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:32:36,4344,Josh Lowe,TB,CF,,,,,,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:32:36,4361,Maikel Garcia,KC,"2B, 3B",23.4,,,,,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:32:36,4509,Albert Suárez,BAL,"SP, RP",,,,,,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:32:36,4553,Jake Irvin,WSH,SP,26.4,,,,,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:53:50,1906,Jack Flaherty,DET,SP,29,10/15/95,,,,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:53:50,1947,Frankie Montas,NYM,SP,,,,,,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:53:50,1952,Jesse Winker,NYM,OF,,,,,,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:53:50,1962,Liam Hendriks,BOS,RP,36,2/10/89,,,,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:53:50,1965,Max Scherzer,TOR,SP,40,7/27/84,,,,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:53:50,1978,Sean Manaea,NYM,SP,33,2/1/92,,,,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:53:50,2061,Alex Vesia,LAD,RP,,,,,,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:53:50,2080,Andrew Heaney,TEX,SP,33,6/5/91,,,,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:53:50,2184,Brent Rooker,OAK,OF,30,11/1/94,,,,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:53:50,2229,Carlos Estévez,KC,RP,32,12/28/92,,,,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:53:50,2239,Casey Mize,DET,SP,27,5/1/97,,,,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:53:50,2300,Connor Wong,BOS,"C, 1B",,,,,,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:53:50,2357,David Peterson,NYM,SP,29,9/3/95,,,,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:53:50,2409,Drew Rasmussen,TB,"SP, RP",29,7/27/95,,,,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:53:50,2463,Erick Fedde,STL,SP,32,2/25/93,,,,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:53:50,2472,Eugenio Suárez,AZ,3B,33,7/18/91,,,,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:53:50,2492,Garrett Cleavinger,TB,RP,,,,,,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:53:50,2669,Joc Pederson,TEX,OF,32,4/21/92,,,,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:53:50,2672,Joe Jiménez,ATL,RP,30,1/17/95,,,,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:53:50,2734,Jorge López,WSH,RP,32,2/10/93,,,,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:53:50,2774,Josh H. Smith,TEX,"3B, SS, OF",27,8/7/97,,,,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:53:50,2795,Jurickson Profar,ATL,OF,32,2/20/93,,,,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:53:50,2899,Luis García,WSH,2B,,,,,,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:53:50,2927,Manuel Rodríguez,TB,RP,28,8/6/96,,,,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:53:50,2956,Matt Strahm,PHI,RP,33,11/12/91,,,,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:53:50,2960,Matthew Boyd,CHC,SP,,,,,,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:53:50,3009,Mike Yastrzemski,SF,CF,34,8/23/90,,,,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:53:50,3222,Seth Brown,OAK,"1B, OF",,,,,,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:53:50,3261,Tanner Houck,BOS,SP,,,,,,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:53:50,3277,Taylor Ward,LAA,OF,29,,,,,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:53:50,3361,Victor Robles,SEA,CF,27,5/19/97,,,,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:53:50,3380,Willi Castro,MIN,"2B, 3B, SS, CF",,,,,,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:53:50,3460,Nick Gonzales,PIT,"2B, SS",24,,,,2023,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:53:50,3462,Shea Langeliers,OAK,C,,,,,,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:53:50,3488,Ezequiel Tovar,COL,SS,23,8/1/01,,,,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:53:50,3590,Miguel Amaya,CHC,C,24.4,,15,,,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:53:50,3623,Brenton Doyle,COL,CF,25.2,,,,,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:53:50,3695,JJ Bleday,OAK,CF,,,,,,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:53:50,3818,Heliot Ramos,SF,CF,23,,,,2023,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:53:50,3840,Xavier Edwards,MIA,SS,24,,,,2023,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:53:50,3987,Clarke Schmidt,NYY,SP,,,,,,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:53:50,4040,MacKenzie Gore,WSH,SP,,,,,,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:53:50,4041,Hunter Bigge,TB,RP,,,,,,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:53:50,4073,Luis L. Ortiz,CLE,"SP, RP",24.5,,,,,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:53:50,4077,Edward Cabrera,MIA,SP,,,,,,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:53:50,4105,Tayler Scott,HOU,RP,,,,,,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:53:50,4137,Bowden Francis,TOR,"SP, RP",27.3,,,,,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:53:50,4155,Jeremiah Estrada,SD,RP,24.8,,,,,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:53:50,4162,Danny Young,NYM,RP,,,,,,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:53:50,4174,Edwin Uceta,TB,RP,,,,,,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:53:50,4209,Reed Garrett,NYM,RP,,,,,,MLB,x,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:53:50,4219,Collin Snider,SEA,RP,,,,,,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:53:50,4273,Hunter Gaddis,CLE,RP,25.3,,,,,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:53:50,4291,Jeremy Peña,HOU,SS,,,,,,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:53:50,4294,Jake McCarthy,AZ,CF,,,,,,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:53:50,4310,Jose Miranda,MIN,"1B, 3B",,,,,,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:53:50,4323,Alex Call,WSH,CF,,,,,,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:53:50,4325,Joey Bart,PIT,C,,,,,,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:53:50,4380,Matt Vierling,DET,"3B, CF",,,,,,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:53:50,5292,José Caballero,TB,"2B, 3B, SS",,,,,,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:53:50,6129,Cody Bradford,TEX,SP,25.4,,9,,,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:53:50,6283,Tobias Myers,MIL,SP,,,,,,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:53:50,6367,Tim Herrin,CLE,RP,26.8,,,,,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:53:50,6507,José Tena,WSH,"2B, 3B",22,,27,,2023,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:53:50,6748,Ryan Walker,SF,RP,27.7,,26,,,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:53:50,6784,Lucas Erceg,KC,RP,28.3,,26,,,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:53:50,6871,Keider Montero,DET,SP,23,,13,,2024,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,2/28/2025 11:53:50,7508,Weston Wilson,PHI,OF,,,,,,MLB,,,[7] Y3,Drop,Keeper Deadline
Zach,3/8/2025 23:31:51,1877,Freddie Freeman,LAD,1B,35,9/12/89,,19,,MLB,Law-Abiding Citizens,Keeper Contract,[7] Y3,Draft,25 Keeper Draft
Zach,3/8/2025 23:31:51,1880,Nolan Arenado,STL,3B,33,4/16/91,,,,MLB,Hammers,Keeper Contract,[7] Y3,Draft,25 Keeper Draft
Zach,3/8/2025 23:31:51,1881,Xander Bogaerts,SD,"2B, SS",32,10/1/92,,,,MLB,Hammers,Keeper Contract,[7] Y3,Draft,25 Keeper Draft
Zach,3/8/2025 23:31:51,1882,Alex Bregman,HOU,3B,30,3/30/94,,92,,MLB,Country Fried Lamb,Keeper Contract,[7] Y3,Draft,25 Keeper Draft
Zach,3/8/2025 23:31:51,1888,Gerrit Cole,NYY,SP,34,9/8/90,,42,,MLB,Rick Vaughn,Keeper Contract,[7] Y3,Draft,25 Keeper Draft
Zach,3/8/2025 23:31:51,1889,J.T. Realmuto,PHI,C,,,,,,MLB,not much of a donkey,Keeper Contract,[7] Y3,Draft,25 Keeper Draft
Zach,3/8/2025 23:31:51,1891,José Berríos,TOR,SP,30,5/27/94,,,,MLB,Btwn2Jackies,Keeper Contract,[7] Y3,Draft,25 Keeper Draft
Zach,3/8/2025 23:31:51,1892,Justin Verlander,SF,SP,42,2/20/83,,,,MLB,Country Fried Lamb,Keeper Contract,[7] Y3,Draft,25 Keeper Draft
Zach,3/8/2025 23:31:51,1894,Max Muncy,LAD,3B,34,8/25/90,,,,MLB,Whiz Kids,Keeper Contract,[7] Y3,Draft,25 Keeper Draft
Zach,3/8/2025 23:31:51,1902,Aroldis Chapman,BOS,RP,,,,,,MLB,Law-Abiding Citizens,Keeper Contract,[7] Y3,Draft,25 Keeper Draft
Zach,3/8/2025 23:31:51,1905,Gleyber Torres,DET,2B,28,12/13/96,,,,MLB,La Flama Blanca,Keeper Contract,[7] Y3,Draft,25 Keeper Draft
Zach,3/8/2025 23:31:51,1906,Jack Flaherty,DET,SP,29,10/15/95,,,,MLB,Btwn2Jackies,Keeper Contract,[7] Y3,Draft,25 Keeper Draft
Zach,3/8/2025 23:31:51,1911,Lucas Giolito,BOS,SP,30,7/14/94,,,,MLB,Weekend Warriors,Keeper Contract,[7] Y3,Draft,25 Keeper Draft
Zach,3/8/2025 23:31:51,1914,Nick Castellanos,PHI,OF,33,3/4/92,,,,MLB,Btwn2Jackies,Keeper Contract,[7] Y3,Draft,25 Keeper Draft
Zach,3/8/2025 23:31:51,1915,Rafael Devers,BOS,3B,28,10/24/96,,27,,MLB,Btwn2Jackies,Keeper Contract,[7] Y3,Draft,25 Keeper Draft
Zach,3/8/2025 23:31:51,1918,Shane Bieber,CLE,SP,29,5/31/95,,,,MLB,Law-Abiding Citizens,Keeper Contract,[7] Y3,Draft,25 Keeper Draft
Zach,3/8/2025 23:31:51,1922,Walker Buehler,BOS,SP,30,7/28/94,,,,MLB,Country Fried Lamb,Keeper Contract,[7] Y3,Draft,25 Keeper Draft
Zach,3/8/2025 23:31:51,1924,Yu Darvish,SD,SP,38,8/16/86,,,,MLB,Weekend Warriors,Keeper Contract,[7] Y3,Draft,25 Keeper Draft
Zach,3/8/2025 23:31:51,1928,Bo Bichette,TOR,SS,27,3/5/98,,132,,MLB,Rick Vaughn,Keeper Contract,[7] Y3,Draft,25 Keeper Draft
Zach,3/8/2025 23:31:51,1929,Brandon Lowe,TB,"1B, 2B",30,7/6/94,,,,MLB,Weekend Warriors,Keeper Contract,[7] Y3,Draft,25 Keeper Draft
Zach,3/8/2025 23:31:51,1930,Bryan Reynolds,PIT,CF,30,1/27/95,,83,,MLB,Rick Vaughn,Keeper Contract,[7] Y3,Draft,25 Keeper Draft
Zach,3/8/2025 23:31:51,1933,Carlos Correa,MIN,SS,30,9/22/94,,,,MLB,not much of a donkey,Keeper Contract,[7] Y3,Draft,25 Keeper Draft
Zach,3/8/2025 23:31:51,1934,Carlos Rodón,NYY,SP,32,12/10/92,,129,,MLB,Whiz Kids,Keeper Contract,[7] Y3,Draft,25 Keeper Draft
Zach,3/8/2025 23:31:51,1939,Clayton Kershaw,LAD,SP,36,3/19/88,,,,MLB,Btwn2Jackies,Keeper Contract,[7] Y3,Draft,25 Keeper Draft
Zach,3/8/2025 23:31:51,1940,Corbin Burnes,AZ,SP,30,10/22/94,,29,,MLB,The Bluke Blokes,Keeper Contract,[7] Y3,Draft,25 Keeper Draft
Zach,3/8/2025 23:31:51,1943,Dylan Cease,SD,SP,29,12/28/95,,37,,MLB,Rick Vaughn,Keeper Contract,[7] Y3,Draft,25 Keeper Draft
Zach,3/8/2025 23:31:51,1957,Kenley Jansen,BOS,RP,37,9/30/87,,,,MLB,The Bluke Blokes,Keeper Contract,[7] Y3,Draft,25 Keeper Draft
Zach,3/8/2025 23:31:51,1958,Kevin Gausman,TOR,SP,34,1/6/91,,136,,MLB,Btwn2Jackies,Keeper Contract,[7] Y3,Draft,25 Keeper Draft
Zach,3/8/2025 23:31:51,1960,Kyle Tucker,CHC,OF,28,1/17/97,,7,,MLB,Rick Vaughn,Keeper Contract,[7] Y3,Draft,25 Keeper Draft
Zach,3/8/2025 23:31:51,1963,Manny Machado,SD,3B,32,7/6/92,,32,,MLB,Law-Abiding Citizens,Keeper Contract,[7] Y3,Draft,25 Keeper Draft
Zach,3/8/2025 23:31:51,1964,Marcus Semien,TEX,2B,34,9/17/90,,56,,MLB,Country Fried Lamb,Keeper Contract,[7] Y3,Draft,25 Keeper Draft
Zach,3/8/2025 23:31:51,1965,Max Scherzer,TOR,SP,40,7/27/84,,,,MLB,Weekend Warriors,Keeper Contract,[7] Y3,Draft,25 Keeper Draft
Zach,3/8/2025 23:31:51,1966,Michael Soroka,WSH,"SP, RP",27,8/4/97,,,,MLB,Hammers,Keeper Contract,[7] Y3,Draft,25 Keeper Draft
Zach,3/8/2025 23:31:51,1967,Mike Trout,LAA,CF,33,8/7/91,,97,,MLB,Hammers,Keeper Contract,[7] Y3,Draft,25 Keeper Draft
Zach,3/8/2025 23:31:51,1969,Nathan Eovaldi,TEX,SP,35,2/13/90,,,,MLB,Hammers,Keeper Contract,[7] Y3,Draft,25 Keeper Draft
Zach,3/8/2025 23:31:51,1970,Paul Goldschmidt,NYY,1B,37,9/10/87,,163,,MLB,Hammers,Keeper Contract,[7] Y3,Draft,25 Keeper Draft
Zach,3/8/2025 23:31:51,1971,Pete Alonso,NYM,1B,28,,,40,,MLB,Jepordizers!,Keeper Contract,[7] Y3,Draft,25 Keeper Draft
Zach,3/8/2025 23:31:51,1972,Ranger Suárez,PHI,SP,29,8/26/95,,,,MLB,Country Fried Lamb,Keeper Contract,[7] Y3,Draft,25 Keeper Draft
Zach,3/8/2025 23:31:51,1973,Robbie Ray,SF,SP,33,10/1/91,,,,MLB,Law-Abiding Citizens,Keeper Contract,[7] Y3,Draft,25 Keeper Draft
Zach,3/8/2025 23:31:51,1976,Salvador Perez,KC,"C, 1B",34,5/10/90,,,,MLB,The Bluke Blokes,Keeper Contract,[7] Y3,Draft,25 Keeper Draft
Zach,3/8/2025 23:31:51,1978,Sean Manaea,NYM,SP,33,2/1/92,,,,MLB,Rick Vaughn,Keeper Contract,[7] Y3,Draft,25 Keeper Draft
Zach,3/8/2025 23:31:51,1980,Teoscar Hernández,LAD,OF,32,10/15/92,,,,MLB,Btwn2Jackies,Keeper Contract,[7] Y3,Draft,25 Keeper Draft
Zach,3/8/2025 23:31:51,1985,Tyler O'Neill,BAL,OF,29,6/22/95,,,,MLB,not much of a donkey,Keeper Contract,[7] Y3,Draft,25 Keeper Draft
Zach,3/8/2025 23:31:51,1987,Will Smith,LAD,C,29,3/28/95,,90,,MLB,Jepordizers!,Keeper Contract,[7] Y3,Draft,25 Keeper Draft
Zach,3/8/2025 23:31:51,1990,Zac Gallen,AZ,SP,29,8/3/95,,102,,MLB,Btwn2Jackies,Keeper Contract,[7] Y3,Draft,25 Keeper Draft
Zach,3/8/2025 23:31:51,2022,Adolis García,TEX,OF,32,3/2/93,,,,MLB,Jepordizers!,Keeper Contract,[7] Y3,Draft,25 Keeper Draft
Zach,3/8/2025 23:31:51,2025,Adrian Morejon,SD,RP,26,2/27/99,,,,MLB,Andromedans,Keeper Contract,[7] Y3,Draft,25 Keeper Draft
Zach,3/8/2025 23:31:51,2038,Masataka Yoshida,BOS,OF,31,7/15/93,,,,MLB,Whiz Kids,Keeper Contract,[7] Y3,Draft,25 Keeper Draft
Zach,3/8/2025 23:31:51,2061,Alex Vesia,LAD,RP,,,,,,MLB,Weekend Warriors,Keeper Contract,[7] Y3,Draft,25 Keeper Draft
Zach,3/8/2025 23:31:51,2152,Blake Treinen,LAD,RP,36,6/30/88,,,,MLB,Btwn2Jackies,Keeper Contract,[7] Y3,Draft,25 Keeper Draft
Zach,3/8/2025 23:31:51,2175,Brandon Marsh,PHI,CF,27,12/18/97,,,,MLB,Weekend Warriors,Keeper Contract,[7] Y3,Draft,25 Keeper Draft
Zach,3/8/2025 23:31:51,2176,Brandon Nimmo,NYM,CF,31,3/27/93,,,,MLB,Btwn2Jackies,Keeper Contract,[7] Y3,Draft,25 Keeper Draft
Zach,3/8/2025 23:31:51,2184,Brent Rooker,OAK,OF,30,11/1/94,,,,MLB,Andromedans,Keeper Contract,[7] Y3,Draft,25 Keeper Draft
Zach,3/8/2025 23:31:51,2202,Bryan Abreu,HOU,RP,,,,,,MLB,Btwn2Jackies,Keeper Contract,[7] Y3,Draft,25 Keeper Draft
Zach,3/8/2025 23:31:51,2278,Clay Holmes,NYM,RP,31,3/27/93,,,,MLB,Rick Vaughn,Keeper Contract,[7] Y3,Draft,25 Keeper Draft
Zach,3/8/2025 23:31:51,2300,Connor Wong,BOS,"C, 1B",,,,,,MLB,Btwn2Jackies,Keeper Contract,[7] Y3,Draft,25 Keeper Draft
Zach,3/8/2025 23:31:51,2314,Cristopher Sánchez,PHI,SP,28,12/12/96,,,,MLB,Whiz Kids,Keeper Contract,[7] Y3,Draft,25 Keeper Draft
Zach,3/8/2025 23:31:51,2349,David Bednar,PIT,RP,,,,,,MLB,Hammers,Keeper Contract,[7] Y3,Draft,25 Keeper Draft
Zach,3/8/2025 23:31:51,2360,David Robertson,TEX,RP,39,4/9/85,,,,MLB,Weekend Warriors,Keeper Contract,[7] Y3,Draft,25 Keeper Draft
Zach,3/8/2025 23:31:51,2375,Derek Law,WSH,"SP, RP",,,,,,MLB,Weekend Warriors,Keeper Contract,[7] Y3,Draft,25 Keeper Draft
Zach,3/8/2025 23:31:51,2378,Devin Williams,NYY,RP,28,,,,,MLB,The Bluke Blokes,Keeper Contract,[7] Y3,Draft,25 Keeper Draft
Zach,3/8/2025 23:31:51,2409,Drew Rasmussen,TB,"SP, RP",29,7/27/95,,,,MLB,Andromedans,Keeper Contract,[7] Y3,Draft,25 Keeper Draft
Zach,3/8/2025 23:31:51,2419,Dustin May,LAD,SP,27,9/6/97,,,,MLB,Andromedans,Keeper Contract,[7] Y3,Draft,25 Keeper Draft
Zach,3/8/2025 23:31:51,2424,Dylan Lee,ATL,RP,30,8/1/94,,,,MLB,Hammers,Keeper Contract,[7] Y3,Draft,25 Keeper Draft
Zach,3/8/2025 23:31:51,2472,Eugenio Suárez,AZ,3B,33,7/18/91,,,,MLB,Rick Vaughn,Keeper Contract,[7] Y3,Draft,25 Keeper Draft
Zach,3/8/2025 23:31:51,2477,Evan Phillips,LAD,RP,,,,,,MLB,Country Fried Lamb,Keeper Contract,[7] Y3,Draft,25 Keeper Draft
Zach,3/8/2025 23:31:51,2500,Gavin Lux,CIN,2B,27,11/23/97,,,,MLB,La Flama Blanca,Keeper Contract,[7] Y3,Draft,25 Keeper Draft
Zach,3/8/2025 23:31:51,2502,Gavin Williams,CLE,SP,24,,3,,,MLB,Andromedans,Keeper Contract,[7] Y3,Draft,25 Keeper Draft
Zach,3/8/2025 23:31:51,2521,Griffin Jax,MIN,RP,,,,,,MLB,Whiz Kids,Keeper Contract,[7] Y3,Draft,25 Keeper Draft
Zach,3/8/2025 23:31:51,2550,Ian Happ,CHC,OF,30,8/12/94,,,,MLB,Country Fried Lamb,Keeper Contract,[7] Y3,Draft,25 Keeper Draft
Zach,3/8/2025 23:31:51,2558,Isiah Kiner-Falefa,PIT,"2B, 3B, SS",29,3/23/95,,,,MLB,Jepordizers!,Keeper Contract,[7] Y3,Draft,25 Keeper Draft
Zach,3/8/2025 23:31:51,2566,J.P. Crawford,SEA,SS,,,,,,MLB,Country Fried Lamb,Keeper Contract,[7] Y3,Draft,25 Keeper Draft
Zach,3/8/2025 23:31:51,2590,Jake Cousins,NYY,RP,,,,,,MLB,not much of a donkey,Keeper Contract,[7] Y3,Draft,25 Keeper Draft
Zach,3/8/2025 23:31:51,2591,Jake Cronenworth,SD,"1B, 2B",,,,,,MLB,Jepordizers!,Keeper Contract,[7] Y3,Draft,25 Keeper Draft
Zach,3/8/2025 23:31:51,2626,Jason Adam,SD,RP,,,,,,MLB,Country Fried Lamb,Keeper Contract,[7] Y3,Draft,25 Keeper Draft
Zach,3/8/2025 23:31:51,2641,Jeff Hoffman,TOR,RP,32,1/8/93,,,,MLB,The Bluke Blokes,Keeper Contract,[7] Y3,Draft,25 Keeper Draft
Zach,3/8/2025 23:31:51,2644,Jeffrey Springs,OAK,SP,32,9/20/92,,,,MLB,not much of a donkey,Keeper Contract,[7] Y3,Draft,25 Keeper Draft
Zach,3/8/2025 23:31:51,2646,Jeimer Candelario,CIN,"1B, 3B",,,,,,MLB,Country Fried Lamb,Keeper Contract,[7] Y3,Draft,25 Keeper Draft
Zach,3/8/2025 23:31:51,2654,Jesús Luzardo,PHI,SP,27,9/30/97,,,,MLB,La Flama Blanca,Keeper Contract,[7] Y3,Draft,25 Keeper Draft
